                                                 bin_name, config_name, const_basicHintCount, const_enableBasicHead, const_enableDense, const_enableHash, const_enableHeadNode, const_enablePrefix, const_hashSimdWidth, const_hashSortUseStdMerge, const_hashUseCrc32, const_hashUseSimd, const_headNode4HintCount, const_headNode8HintCount, const_pageSizeInner, const_pageSizeLeaf, data_name, data_size, data_sorted,          op, payload_size, run_id, ycsb_range_len, ycsb_zipf,  time, cycle, instr, L1_miss, LLC_miss, br_miss, task, scale, IPC, CPU, GHz 
page-size-builds/-DPS_I=32768 -DPS_L=16384/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              16384, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.607, 6559.303, 4520.418, 111.126,   66.030,  22.862, 1460.606, 10000000.000, 0.689, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=16384/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              16384, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.778, 3102.864, 1331.699, 114.136,   70.329,  14.099, 691.214, 4018639.000, 0.429, 1.000, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=16384/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              16384, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.389, 7350.597, 4446.161, 134.034,   84.790,  21.085, 1637.511, 10000000.000, 0.605, 0.999, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=2048/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.895, 3220.331, 1728.266, 111.920,   66.474,  15.429, 716.997, 4018639.000, 0.537, 0.995, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 25.527, 11451.744, 7187.955, 218.684,  150.660,  40.342, 2550.419, 10000000.000, 0.628, 0.999, 4.490 
page-size-builds/-DPS_I=32768 -DPS_L=2048/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.350, 2606.204, 1566.657,  66.985,   37.045,  16.119, 581.105, 4018639.000, 0.601, 0.994, 4.485 
page-size-builds/-DPS_I=32768 -DPS_L=2048/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.289, 2549.383, 1562.195,  66.286,   36.543,  16.074, 567.608, 4018639.000, 0.613, 0.996, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.492, 7406.026, 5583.817, 106.665,   70.553,  32.101, 1649.115, 10000000.000, 0.754, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 1.859, 2075.629, 1904.546,  52.230,   25.079,  16.073, 462.511, 4018639.000, 0.918, 1.000, 4.488 
page-size-builds/-DPS_I=32768 -DPS_L=2048/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.612, 7457.905, 6180.556, 108.887,   74.500,  31.229, 1661.155, 10000000.000, 0.829, 1.000, 4.490 
page-size-builds/-DPS_I=32768 -DPS_L=2048/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.112, 2348.866, 1275.533,  67.165,   35.702,  15.768, 523.358, 4018639.000, 0.543, 0.996, 4.488 
page-size-builds/-DPS_I=32768 -DPS_L=2048/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.755, 7521.399, 5202.382, 112.038,   74.763,  33.337, 1674.833, 10000000.000, 0.692, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.293, 2562.312, 1561.384,  66.712,   36.511,  16.100, 570.496, 4018639.000, 0.609, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.396, 7359.460, 5584.117, 107.380,   70.493,  32.108, 1639.563, 10000000.000, 0.759, 1.000, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=2048/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.331, 2596.122, 1601.315,  66.742,   36.230,  16.101, 578.024, 4018639.000, 0.617, 0.997, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.529, 7423.466, 5665.550, 109.151,   70.432,  32.078, 1652.858, 10000000.000, 0.763, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.449, 2727.532, 1367.992,  85.858,   44.721,  14.182, 607.276, 4018639.000, 0.502, 0.996, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=2048/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               2048, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.376, 7348.139, 5330.253, 128.435,   84.858,  29.227, 1636.592, 10000000.000, 0.725, 0.999, 4.490 
page-size-builds/-DPS_I=32768 -DPS_L=32768/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 3.499, 3889.793, 1537.533, 139.775,   85.839,  14.251, 866.049, 4018639.000, 0.395, 0.995, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 19.607, 8803.577, 4326.461, 198.877,  132.686,  17.865, 1960.112, 10000000.000, 0.491, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.800, 3120.416, 1593.579, 126.985,   70.033,  16.420, 694.749, 4018639.000, 0.511, 0.997, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.938, 6708.448, 4376.098, 113.330,   68.642,  21.427, 1493.626, 10000000.000, 0.652, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.809, 3138.895, 1589.911, 125.820,   70.168,  16.445, 698.858, 4018639.000, 0.507, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 15.062, 6763.990, 4375.820, 112.263,   68.343,  21.338, 1506.152, 10000000.000, 0.647, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 1.987, 2220.316, 2106.073,  66.527,   25.935,  18.579, 494.339, 4018639.000, 0.949, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 20.101, 9018.473, 8814.627, 143.440,   91.385,  32.102, 2008.807, 10000000.000, 0.977, 0.999, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=32768/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.786, 3113.280, 1378.089, 130.195,   77.501,  15.856, 693.157, 4018639.000, 0.443, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 15.456, 6940.639, 4273.684, 123.559,   79.812,  21.845, 1545.356, 10000000.000, 0.616, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.742, 3064.661, 1589.860, 127.055,   70.538,  16.430, 682.330, 4018639.000, 0.519, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.859, 6673.618, 4375.727, 114.215,   68.801,  21.404, 1485.881, 10000000.000, 0.656, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.801, 3122.754, 1626.935, 127.054,   70.125,  16.430, 695.265, 4018639.000, 0.521, 0.997, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=32768/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 15.053, 6758.236, 4416.669, 113.237,   68.797,  21.388, 1505.224, 10000000.000, 0.654, 1.000, 4.490 
page-size-builds/-DPS_I=32768 -DPS_L=32768/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.991, 3334.526, 1369.881, 137.649,   86.643,  14.123, 743.220, 4018639.000, 0.411, 0.999, 4.487 
page-size-builds/-DPS_I=32768 -DPS_L=32768/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,              32768, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 16.810, 7539.908, 4385.039, 139.847,   91.081,  19.639, 1680.058, 10000000.000, 0.582, 0.999, 4.488 
page-size-builds/-DPS_I=32768 -DPS_L=4096/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.977, 3309.745, 1579.908, 112.808,   66.985,  14.635, 738.204, 4018639.000, 0.477, 0.997, 4.484 
page-size-builds/-DPS_I=32768 -DPS_L=4096/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 21.095, 9467.808, 5500.912, 204.687,  133.586,  29.029, 2109.283, 10000000.000, 0.581, 1.000, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=4096/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.373, 2640.799, 1528.818,  70.921,   38.957,  16.240, 588.395, 4018639.000, 0.579, 0.996, 4.488 
page-size-builds/-DPS_I=32768 -DPS_L=4096/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.840, 6663.544, 4979.468, 103.990,   64.761,  26.831, 1483.686, 10000000.000, 0.747, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=4096/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.366, 2643.792, 1524.066,  70.784,   38.929,  16.239, 588.626, 4018639.000, 0.576, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=4096/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.851, 6661.508, 4979.651, 103.807,   65.045,  26.890, 1484.044, 10000000.000, 0.748, 0.999, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=4096/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 1.784, 1984.242, 1888.021,  51.115,   22.781,  16.047, 441.788, 4018639.000, 0.952, 0.995, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=4096/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 15.565, 6988.267, 5648.037, 104.830,   69.967,  27.577, 1556.106, 10000000.000, 0.808, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=4096/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.200, 2456.756, 1250.431,  72.234,   40.021,  15.906, 547.387, 4018639.000, 0.509, 1.000, 4.488 
page-size-builds/-DPS_I=32768 -DPS_L=4096/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 15.512, 6963.729, 4703.440, 109.162,   70.393,  28.065, 1551.154, 10000000.000, 0.675, 1.000, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=4096/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.378, 2638.148, 1523.697,  71.001,   38.839,  16.197, 587.395, 4018639.000, 0.578, 0.993, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=4096/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.751, 6621.833, 4979.376, 103.428,   64.764,  26.886, 1474.982, 10000000.000, 0.752, 1.000, 4.489 
page-size-builds/-DPS_I=32768 -DPS_L=4096/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.380, 2650.224, 1562.611,  71.080,   39.145,  16.205, 590.122, 4018639.000, 0.590, 0.997, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=4096/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.905, 6685.852, 5039.174, 103.559,   64.742,  26.912, 1488.949, 10000000.000, 0.754, 0.999, 4.490 
page-size-builds/-DPS_I=32768 -DPS_L=4096/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.557, 2847.080, 1328.081,  91.296,   48.475,  14.085, 633.930, 4018639.000, 0.466, 0.996, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=4096/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               4096, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 15.533, 6976.238, 4820.491, 124.010,   77.298,  24.774, 1553.279, 10000000.000, 0.691, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=512/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/hash-n3-ycsb,        hash,                   16,                     1,                 0,                1,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/heads-n3-ycsb,       heads,                    0,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/hints-n3-ycsb,       hints,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/inner-n3-ycsb,       inner,                   16,                     1,                 0,                0,                    1,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=512/prefix-n3-ycsb,      prefix,                    0,                     0,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,                512, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 0.000,   nan,   nan,     nan,      nan,     nan,  nan,   nan, nan, nan, nan 
page-size-builds/-DPS_I=32768 -DPS_L=8192/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               8192, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 3.105, 3470.736, 1529.946, 115.702,   70.444,  14.060, 772.740, 4018639.000, 0.441, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=8192/baseline-n3-ycsb,    baseline,                    0,                     0,                 0,                0,                    0,                  0,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               8192, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 19.394, 8698.795, 4795.417, 193.800,  126.852,  22.826, 1937.295, 10000000.000, 0.551, 0.999, 4.490 
page-size-builds/-DPS_I=32768 -DPS_L=8192/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               8192, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.406, 2688.951, 1507.652,  78.916,   44.988,  16.459, 598.683, 4018639.000, 0.561, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=8192/dense1-n3-ycsb,      dense1,                   16,                     1,                 1,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               8192, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.325, 6431.291, 4685.447, 105.653,   64.406,  24.359, 1432.005, 10000000.000, 0.729, 1.000, 4.491 
page-size-builds/-DPS_I=32768 -DPS_L=8192/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               8192, data/urls,   4268639,           0, ycsb_e_init,            8,      1,            100, -1.000000, 2.462, 2736.159, 1503.766,  79.788,   45.191,  16.448, 610.458, 4018639.000, 0.550, 0.996, 4.482 
page-size-builds/-DPS_I=32768 -DPS_L=8192/dense2-n3-ycsb,      dense2,                   16,                     1,                 0,                0,                    0,                  1,                  32,                         1,                  0,                 1,                       16,                       16,               32768,               8192, data/urls,   4268639,           0, ycsb_e,            8,      1,            100, -1.000000, 14.404, 6466.303, 4685.294, 106.055,   64.146,  24.417, 1440.247, 10000000.000, 0.725, 1.000, 4.490 
